agent_id,t_cross,S_minus_i_cross,theoretical_threshold,state_at_cross,upgrade_margin_at_cross,delta_C_at_cross,delta_P,v_i,d_i,run_id
122,1,8.335895980998597,7.887437185929648,1,0.0006139636053881237,0.0024425858559487153,0.0030565494613369873,1.4721839588685188,0.22668022070451938,20
127,1,8.335895980998597,6.82613065326633,1,0.002847947034814058,0.0025262048099106015,0.005374151844724609,0.7788218302885804,0.4701343670042941,20
128,1,8.335895980998597,7.67035175879397,1,0.001170050278105128,0.0029634325347097277,0.004133482812815004,1.3902132763135133,0.29622796865163803,20
129,1,8.335895980998597,7.0190954773869345,1,0.002297406641159405,0.002465823288312349,0.0047632299294718275,1.1410809028351903,0.3006238050728102,20
131,1,8.335895980998597,7.477386934673366,1,0.002960564638916363,0.005522287984289107,0.008482852623205302,1.3079411216665933,0.6367677715979503,20
132,1,8.335895980998597,7.356783919597989,1,0.0008362857240338251,0.0013240923640798787,0.0021603780881137426,1.2485416947993804,0.14189835889412755,20
138,1,8.335895980998597,8.008040201005025,1,0.001499395303191653,0.008417451943080622,0.009916847246272153,1.5133910319383377,0.8901015156946173,20
142,1,8.335895980998597,7.332663316582915,1,0.0029129587292837655,0.004471923580433416,0.007384882309717228,1.2460195510199363,0.5273726673077355,20
143,1,8.335895980998597,7.694472361809044,1,0.002605895448618334,0.006891927507006779,0.009497822955625053,1.4133539292504933,0.7564527407083349,20
145,1,8.335895980998597,6.72964824120603,1,0.0015872103006371319,0.00128779312111026,0.0028750034217474266,0.7410786907787713,0.23807911742019752,20
150,1,8.335895980998597,6.536683417085427,1,0.001596704285364292,0.0010946565673275765,0.002691360852691838,0.6746537951508884,0.2213906101128008,20
154,1,8.335895980998597,6.512562814070352,1,0.0034928768607456195,0.002346628084620262,0.0058395049453659,0.6728092802996386,0.5104355277127994,20
156,1,8.335895980998597,7.139698492462312,1,0.008148910438289692,0.009953988906749965,0.018102899345039978,1.1944391791803266,1.5452802106406764,20
163,1,8.335895980998597,7.7909547738693465,1,0.0011810526675501976,0.0037708632207874614,0.0049519158883377535,1.4661094298632453,0.36330336506749095,20
165,1,8.335895980998597,8.321608040201005,1,2.784944155176383e-05,0.003884406101074795,0.003912255542626571,1.6124521790882163,0.33821125993913037,20
167,1,8.335895980998597,8.056281407035176,1,0.0014277841941066072,0.009515253317506177,0.010943037511612621,1.5151829806786588,1.040324305907226,20
170,1,8.335895980998597,8.297487437185929,1,0.0001243916757909247,0.006415295180090059,0.006539686855880872,1.5855078590728855,0.6057685711152785,20
171,1,8.335895980998597,6.898492462311557,1,0.0036800837327700675,0.0034989507751603606,0.007179034507930467,0.7896565124911987,0.6742067034982724,20
174,1,8.335895980998597,6.681407035175879,1,0.002779315634210855,0.002159516754090886,0.004938832388301803,0.717185761793923,0.4324975677742607,20
175,1,8.335895980998597,7.091457286432161,1,0.0024468550746221673,0.0028350984776798426,0.005281953552301951,1.185434374311753,0.3355523828688136,20
179,1,8.335895980998597,6.874371859296482,1,0.0055681167894017225,0.005171645284254169,0.010739762073656019,0.788983945635101,1.1009645538107473,20
181,1,7.880952279219551,6.464321608040201,2,0.0027349965463319137,0.0026538741148502466,0.005388870661182187,0.6710249370570722,0.45494370177904536,20
187,1,8.335895980998597,8.104522613065326,1,0.000438089406377129,0.003572038907527402,0.004010128313904474,1.5373462602969958,0.325176077648375,20
189,1,8.335895980998597,7.453266331658291,1,0.0006934899927832916,0.0012500944011517156,0.001943584393935276,1.2882906358349133,0.12943545542868065,20
190,1,8.335895980998597,7.067336683417086,1,0.007749976743330889,0.00875047733840805,0.016500454081738832,1.14643115047837,1.358281062794139,20
193,1,8.335895980998597,7.236180904522612,1,0.0014308712834885107,0.0019520591408007588,0.003382930424289204,1.220819244669595,0.2179925733768324,20
196,1,8.335895980998597,7.5256281407035175,1,0.0011357629348567322,0.002273784645952247,0.0034095475808090326,1.3430239676660816,0.23158690735753476,20
197,1,8.335895980998597,6.922613065326633,1,0.004731033033833043,0.004605884375827692,0.009336917409660635,1.12583889218366,0.6136282411646167,20
199,1,8.335895980998597,6.633165829145728,1,0.0030543683528517773,0.002274553870532732,0.005328922223384524,0.6898580216973939,0.47889669501126797,20
11,2,13.200199632543281,8.828140703517587,1,0.0024326279997088918,0.00030793516179014797,0.002740563161498797,1.7712316424721202,0.27350003710866055,20
17,2,13.200199632543281,9.28643216080402,1,0.0009241786132443419,0.00015207214110338687,0.001076250754347727,1.8682062146803866,0.12341633002004966,20
18,2,13.200199632543281,8.804020100502512,1,0.00657899554237007,0.0008215744277538925,0.007400569970124079,1.7505735475053315,0.8463235003912961,20
22,2,13.200199632543281,8.779899497487436,1,0.006207033845346599,0.0007646876004888451,0.006971721445835624,1.7413580102123216,0.7796856719420102,20
24,2,12.68869849952761,8.249246231155778,2,0.005115725055657272,0.0006235031989017918,0.005739228254559158,1.5728616476185624,0.5115011330156707,20
