t,share_N,share_E,share_F,run_id,source,beta_rr
59,0.0,0.035,0.965,29,simulation_rr,0.05
60,0.0,0.025,0.975,29,simulation_rr,0.05
61,0.0,0.025,0.975,29,simulation_rr,0.05
62,0.0,0.02,0.98,29,simulation_rr,0.05
63,0.0,0.02,0.98,29,simulation_rr,0.05
64,0.0,0.015,0.985,29,simulation_rr,0.05
65,0.0,0.015,0.985,29,simulation_rr,0.05
66,0.0,0.015,0.985,29,simulation_rr,0.05
67,0.0,0.015,0.985,29,simulation_rr,0.05
68,0.0,0.01,0.99,29,simulation_rr,0.05
69,0.0,0.01,0.99,29,simulation_rr,0.05
70,0.0,0.01,0.99,29,simulation_rr,0.05
71,0.0,0.01,0.99,29,simulation_rr,0.05
72,0.0,0.01,0.99,29,simulation_rr,0.05
0,0.0,0.94,0.06,29,theory_rr,0.05
1,0.0,0.0,1.0,29,theory_rr,0.05
2,0.0,0.0,1.0,29,theory_rr,0.05
3,0.0,0.0,1.0,29,theory_rr,0.05
4,0.0,0.0,1.0,29,theory_rr,0.05
5,0.0,0.0,1.0,29,theory_rr,0.05
6,0.0,0.0,1.0,29,theory_rr,0.05
7,0.0,0.0,1.0,29,theory_rr,0.05
8,0.0,0.0,1.0,29,theory_rr,0.05
9,0.0,0.0,1.0,29,theory_rr,0.05
10,0.0,0.0,1.0,29,theory_rr,0.05
11,0.0,0.0,1.0,29,theory_rr,0.05
12,0.0,0.0,1.0,29,theory_rr,0.05
13,0.0,0.0,1.0,29,theory_rr,0.05
14,0.0,0.0,1.0,29,theory_rr,0.05
15,0.0,0.0,1.0,29,theory_rr,0.05
16,0.0,0.0,1.0,29,theory_rr,0.05
17,0.0,0.0,1.0,29,theory_rr,0.05
18,0.0,0.0,1.0,29,theory_rr,0.05
19,0.0,0.0,1.0,29,theory_rr,0.05
20,0.0,0.0,1.0,29,theory_rr,0.05
21,0.0,0.0,1.0,29,theory_rr,0.05
22,0.0,0.0,1.0,29,theory_rr,0.05
23,0.0,0.0,1.0,29,theory_rr,0.05
24,0.0,0.0,1.0,29,theory_rr,0.05
25,0.0,0.0,1.0,29,theory_rr,0.05
26,0.0,0.0,1.0,29,theory_rr,0.05
27,0.0,0.0,1.0,29,theory_rr,0.05
28,0.0,0.0,1.0,29,theory_rr,0.05
29,0.0,0.0,1.0,29,theory_rr,0.05
30,0.0,0.0,1.0,29,theory_rr,0.05
31,0.0,0.0,1.0,29,theory_rr,0.05
32,0.0,0.0,1.0,29,theory_rr,0.05
33,0.0,0.0,1.0,29,theory_rr,0.05
34,0.0,0.0,1.0,29,theory_rr,0.05
35,0.0,0.0,1.0,29,theory_rr,0.05
36,0.0,0.0,1.0,29,theory_rr,0.05
37,0.0,0.0,1.0,29,theory_rr,0.05
38,0.0,0.0,1.0,29,theory_rr,0.05
39,0.0,0.0,1.0,29,theory_rr,0.05
40,0.0,0.0,1.0,29,theory_rr,0.05
41,0.0,0.0,1.0,29,theory_rr,0.05
42,0.0,0.0,1.0,29,theory_rr,0.05
43,0.0,0.0,1.0,29,theory_rr,0.05
44,0.0,0.0,1.0,29,theory_rr,0.05
45,0.0,0.0,1.0,29,theory_rr,0.05
46,0.0,0.0,1.0,29,theory_rr,0.05
47,0.0,0.0,1.0,29,theory_rr,0.05
48,0.0,0.0,1.0,29,theory_rr,0.05
49,0.0,0.0,1.0,29,theory_rr,0.05
50,0.0,0.0,1.0,29,theory_rr,0.05
51,0.0,0.0,1.0,29,theory_rr,0.05
52,0.0,0.0,1.0,29,theory_rr,0.05
53,0.0,0.0,1.0,29,theory_rr,0.05
54,0.0,0.0,1.0,29,theory_rr,0.05
55,0.0,0.0,1.0,29,theory_rr,0.05
56,0.0,0.0,1.0,29,theory_rr,0.05
57,0.0,0.0,1.0,29,theory_rr,0.05
58,0.0,0.0,1.0,29,theory_rr,0.05
59,0.0,0.0,1.0,29,theory_rr,0.05
60,0.0,0.0,1.0,29,theory_rr,0.05
61,0.0,0.0,1.0,29,theory_rr,0.05
62,0.0,0.0,1.0,29,theory_rr,0.05
63,0.0,0.0,1.0,29,theory_rr,0.05
64,0.0,0.0,1.0,29,theory_rr,0.05
65,0.0,0.0,1.0,29,theory_rr,0.05
66,0.0,0.0,1.0,29,theory_rr,0.05
67,0.0,0.0,1.0,29,theory_rr,0.05
68,0.0,0.0,1.0,29,theory_rr,0.05
69,0.0,0.0,1.0,29,theory_rr,0.05
70,0.0,0.0,1.0,29,theory_rr,0.05
71,0.0,0.0,1.0,29,theory_rr,0.05
72,0.0,0.0,1.0,29,theory_rr,0.05
73,0.0,0.0,1.0,29,theory_rr,0.05
74,0.0,0.0,1.0,29,theory_rr,0.05
75,0.0,0.0,1.0,29,theory_rr,0.05
76,0.0,0.0,1.0,29,theory_rr,0.05
77,0.0,0.0,1.0,29,theory_rr,0.05
78,0.0,0.0,1.0,29,theory_rr,0.05
79,0.0,0.0,1.0,29,theory_rr,0.05
80,0.0,0.0,1.0,29,theory_rr,0.05
81,0.0,0.0,1.0,29,theory_rr,0.05
82,0.0,0.0,1.0,29,theory_rr,0.05
83,0.0,0.0,1.0,29,theory_rr,0.05
84,0.0,0.0,1.0,29,theory_rr,0.05
85,0.0,0.0,1.0,29,theory_rr,0.05
86,0.0,0.0,1.0,29,theory_rr,0.05
87,0.0,0.0,1.0,29,theory_rr,0.05
88,0.0,0.0,1.0,29,theory_rr,0.05
89,0.0,0.0,1.0,29,theory_rr,0.05
90,0.0,0.0,1.0,29,theory_rr,0.05
91,0.0,0.0,1.0,29,theory_rr,0.05
92,0.0,0.0,1.0,29,theory_rr,0.05
93,0.0,0.0,1.0,29,theory_rr,0.05
94,0.0,0.0,1.0,29,theory_rr,0.05
95,0.0,0.0,1.0,29,theory_rr,0.05
96,0.0,0.0,1.0,29,theory_rr,0.05
97,0.0,0.0,1.0,29,theory_rr,0.05
98,0.0,0.0,1.0,29,theory_rr,0.05
99,0.0,0.0,1.0,29,theory_rr,0.05
100,0.0,0.0,1.0,29,theory_rr,0.05
0,0.0,0.94,0.06,29,theory_rr_async,0.05
1,0.0,0.89,0.11,29,theory_rr_async,0.05
2,0.0,0.85,0.15,29,theory_rr_async,0.05
3,0.0,0.81,0.19,29,theory_rr_async,0.05
4,0.0,0.775,0.225,29,theory_rr_async,0.05
5,0.0,0.74,0.26,29,theory_rr_async,0.05
6,0.0,0.7,0.3,29,theory_rr_async,0.05
7,0.0,0.655,0.345,29,theory_rr_async,0.05
8,0.0,0.62,0.38,29,theory_rr_async,0.05
9,0.0,0.585,0.415,29,theory_rr_async,0.05
10,0.0,0.555,0.445,29,theory_rr_async,0.05
11,0.0,0.525,0.475,29,theory_rr_async,0.05
12,0.0,0.5,0.5,29,theory_rr_async,0.05
13,0.0,0.48,0.52,29,theory_rr_async,0.05
14,0.0,0.44,0.56,29,theory_rr_async,0.05
15,0.0,0.425,0.575,29,theory_rr_async,0.05
16,0.0,0.395,0.605,29,theory_rr_async,0.05
17,0.0,0.38,0.62,29,theory_rr_async,0.05
18,0.0,0.35,0.65,29,theory_rr_async,0.05
19,0.0,0.33,0.67,29,theory_rr_async,0.05
20,0.0,0.315,0.685,29,theory_rr_async,0.05
21,0.0,0.305,0.695,29,theory_rr_async,0.05
22,0.0,0.275,0.725,29,theory_rr_async,0.05
23,0.0,0.27,0.73,29,theory_rr_async,0.05
24,0.0,0.265,0.735,29,theory_rr_async,0.05
25,0.0,0.25,0.75,29,theory_rr_async,0.05
26,0.0,0.235,0.765,29,theory_rr_async,0.05
27,0.0,0.22,0.78,29,theory_rr_async,0.05
28,0.0,0.2,0.8,29,theory_rr_async,0.05
29,0.0,0.195,0.805,29,theory_rr_async,0.05
30,0.0,0.185,0.815,29,theory_rr_async,0.05
31,0.0,0.165,0.835,29,theory_rr_async,0.05
32,0.0,0.155,0.845,29,theory_rr_async,0.05
33,0.0,0.145,0.855,29,theory_rr_async,0.05
34,0.0,0.14,0.86,29,theory_rr_async,0.05
35,0.0,0.125,0.875,29,theory_rr_async,0.05
36,0.0,0.12,0.88,29,theory_rr_async,0.05
37,0.0,0.11,0.89,29,theory_rr_async,0.05
38,0.0,0.105,0.895,29,theory_rr_async,0.05
39,0.0,0.105,0.895,29,theory_rr_async,0.05
40,0.0,0.105,0.895,29,theory_rr_async,0.05
41,0.0,0.105,0.895,29,theory_rr_async,0.05
42,0.0,0.095,0.905,29,theory_rr_async,0.05
43,0.0,0.09,0.91,29,theory_rr_async,0.05
44,0.0,0.085,0.915,29,theory_rr_async,0.05
45,0.0,0.085,0.915,29,theory_rr_async,0.05
46,0.0,0.08,0.92,29,theory_rr_async,0.05
47,0.0,0.075,0.925,29,theory_rr_async,0.05
48,0.0,0.075,0.925,29,theory_rr_async,0.05
49,0.0,0.07,0.93,29,theory_rr_async,0.05
50,0.0,0.07,0.93,29,theory_rr_async,0.05
51,0.0,0.07,0.93,29,theory_rr_async,0.05
52,0.0,0.055,0.945,29,theory_rr_async,0.05
53,0.0,0.05,0.95,29,theory_rr_async,0.05
54,0.0,0.05,0.95,29,theory_rr_async,0.05
55,0.0,0.045,0.955,29,theory_rr_async,0.05
56,0.0,0.045,0.955,29,theory_rr_async,0.05
57,0.0,0.045,0.955,29,theory_rr_async,0.05
58,0.0,0.035,0.965,29,theory_rr_async,0.05
59,0.0,0.035,0.965,29,theory_rr_async,0.05
60,0.0,0.025,0.975,29,theory_rr_async,0.05
61,0.0,0.025,0.975,29,theory_rr_async,0.05
62,0.0,0.02,0.98,29,theory_rr_async,0.05
63,0.0,0.02,0.98,29,theory_rr_async,0.05
64,0.0,0.015,0.985,29,theory_rr_async,0.05
65,0.0,0.015,0.985,29,theory_rr_async,0.05
66,0.0,0.015,0.985,29,theory_rr_async,0.05
67,0.0,0.015,0.985,29,theory_rr_async,0.05
68,0.0,0.01,0.99,29,theory_rr_async,0.05
69,0.0,0.01,0.99,29,theory_rr_async,0.05
70,0.0,0.01,0.99,29,theory_rr_async,0.05
71,0.0,0.01,0.99,29,theory_rr_async,0.05
72,0.0,0.01,0.99,29,theory_rr_async,0.05
73,0.0,0.01,0.99,29,theory_rr_async,0.05
74,0.0,0.005,0.995,29,theory_rr_async,0.05
75,0.0,0.005,0.995,29,theory_rr_async,0.05
76,0.0,0.005,0.995,29,theory_rr_async,0.05
77,0.0,0.005,0.995,29,theory_rr_async,0.05
78,0.0,0.005,0.995,29,theory_rr_async,0.05
79,0.0,0.005,0.995,29,theory_rr_async,0.05
80,0.0,0.005,0.995,29,theory_rr_async,0.05
81,0.0,0.005,0.995,29,theory_rr_async,0.05
82,0.0,0.005,0.995,29,theory_rr_async,0.05
83,0.0,0.005,0.995,29,theory_rr_async,0.05
84,0.0,0.005,0.995,29,theory_rr_async,0.05
85,0.0,0.005,0.995,29,theory_rr_async,0.05
86,0.0,0.005,0.995,29,theory_rr_async,0.05
87,0.0,0.005,0.995,29,theory_rr_async,0.05
88,0.0,0.005,0.995,29,theory_rr_async,0.05
89,0.0,0.005,0.995,29,theory_rr_async,0.05
90,0.0,0.005,0.995,29,theory_rr_async,0.05
91,0.0,0.005,0.995,29,theory_rr_async,0.05
92,0.0,0.005,0.995,29,theory_rr_async,0.05
93,0.0,0.005,0.995,29,theory_rr_async,0.05
94,0.0,0.005,0.995,29,theory_rr_async,0.05
95,0.0,0.005,0.995,29,theory_rr_async,0.05
96,0.0,0.005,0.995,29,theory_rr_async,0.05
97,0.0,0.005,0.995,29,theory_rr_async,0.05
98,0.0,0.005,0.995,29,theory_rr_async,0.05
99,0.0,0.005,0.995,29,theory_rr_async,0.05
100,0.0,0.005,0.995,29,theory_rr_async,0.05
0,0.0,0.94,0.06,30,simulation_rr,0.05
1,0.0,0.895,0.105,30,simulation_rr,0.05
2,0.0,0.85,0.15,30,simulation_rr,0.05
3,0.0,0.805,0.195,30,simulation_rr,0.05
4,0.0,0.765,0.235,30,simulation_rr,0.05
5,0.0,0.725,0.275,30,simulation_rr,0.05
6,0.0,0.68,0.32,30,simulation_rr,0.05
7,0.0,0.645,0.355,30,simulation_rr,0.05
8,0.0,0.625,0.375,30,simulation_rr,0.05
9,0.0,0.585,0.415,30,simulation_rr,0.05
10,0.0,0.54,0.46,30,simulation_rr,0.05
11,0.0,0.515,0.485,30,simulation_rr,0.05
12,0.0,0.485,0.515,30,simulation_rr,0.05
13,0.0,0.465,0.535,30,simulation_rr,0.05
14,0.0,0.44,0.56,30,simulation_rr,0.05
15,0.0,0.42,0.58,30,simulation_rr,0.05
16,0.0,0.39,0.61,30,simulation_rr,0.05
17,0.0,0.385,0.615,30,simulation_rr,0.05
18,0.0,0.355,0.645,30,simulation_rr,0.05
19,0.0,0.33,0.67,30,simulation_rr,0.05
20,0.0,0.32,0.68,30,simulation_rr,0.05
21,0.0,0.3,0.7,30,simulation_rr,0.05
22,0.0,0.3,0.7,30,simulation_rr,0.05
23,0.0,0.285,0.715,30,simulation_rr,0.05
24,0.0,0.26,0.74,30,simulation_rr,0.05
25,0.0,0.25,0.75,30,simulation_rr,0.05
26,0.0,0.245,0.755,30,simulation_rr,0.05
27,0.0,0.24,0.76,30,simulation_rr,0.05
28,0.0,0.235,0.765,30,simulation_rr,0.05
29,0.0,0.22,0.78,30,simulation_rr,0.05
30,0.0,0.21,0.79,30,simulation_rr,0.05
31,0.0,0.205,0.795,30,simulation_rr,0.05
32,0.0,0.2,0.8,30,simulation_rr,0.05
33,0.0,0.19,0.81,30,simulation_rr,0.05
34,0.0,0.19,0.81,30,simulation_rr,0.05
35,0.0,0.18,0.82,30,simulation_rr,0.05
36,0.0,0.165,0.835,30,simulation_rr,0.05
37,0.0,0.155,0.845,30,simulation_rr,0.05
38,0.0,0.145,0.855,30,simulation_rr,0.05
39,0.0,0.13,0.87,30,simulation_rr,0.05
40,0.0,0.125,0.875,30,simulation_rr,0.05
41,0.0,0.11,0.89,30,simulation_rr,0.05
42,0.0,0.11,0.89,30,simulation_rr,0.05
43,0.0,0.1,0.9,30,simulation_rr,0.05
44,0.0,0.1,0.9,30,simulation_rr,0.05
45,0.0,0.095,0.905,30,simulation_rr,0.05
46,0.0,0.09,0.91,30,simulation_rr,0.05
47,0.0,0.085,0.915,30,simulation_rr,0.05
48,0.0,0.08,0.92,30,simulation_rr,0.05
49,0.0,0.08,0.92,30,simulation_rr,0.05
50,0.0,0.07,0.93,30,simulation_rr,0.05
51,0.0,0.07,0.93,30,simulation_rr,0.05
52,0.0,0.065,0.935,30,simulation_rr,0.05
53,0.0,0.05,0.95,30,simulation_rr,0.05
54,0.0,0.04,0.96,30,simulation_rr,0.05
55,0.0,0.04,0.96,30,simulation_rr,0.05
56,0.0,0.04,0.96,30,simulation_rr,0.05
57,0.0,0.04,0.96,30,simulation_rr,0.05
58,0.0,0.04,0.96,30,simulation_rr,0.05
0,0.0,0.94,0.06,30,theory_rr,0.05
1,0.0,0.0,1.0,30,theory_rr,0.05
2,0.0,0.0,1.0,30,theory_rr,0.05
3,0.0,0.0,1.0,30,theory_rr,0.05
4,0.0,0.0,1.0,30,theory_rr,0.05
5,0.0,0.0,1.0,30,theory_rr,0.05
6,0.0,0.0,1.0,30,theory_rr,0.05
7,0.0,0.0,1.0,30,theory_rr,0.05
8,0.0,0.0,1.0,30,theory_rr,0.05
9,0.0,0.0,1.0,30,theory_rr,0.05
10,0.0,0.0,1.0,30,theory_rr,0.05
11,0.0,0.0,1.0,30,theory_rr,0.05
12,0.0,0.0,1.0,30,theory_rr,0.05
13,0.0,0.0,1.0,30,theory_rr,0.05
14,0.0,0.0,1.0,30,theory_rr,0.05
15,0.0,0.0,1.0,30,theory_rr,0.05
16,0.0,0.0,1.0,30,theory_rr,0.05
17,0.0,0.0,1.0,30,theory_rr,0.05
18,0.0,0.0,1.0,30,theory_rr,0.05
19,0.0,0.0,1.0,30,theory_rr,0.05
20,0.0,0.0,1.0,30,theory_rr,0.05
21,0.0,0.0,1.0,30,theory_rr,0.05
22,0.0,0.0,1.0,30,theory_rr,0.05
23,0.0,0.0,1.0,30,theory_rr,0.05
24,0.0,0.0,1.0,30,theory_rr,0.05
25,0.0,0.0,1.0,30,theory_rr,0.05
26,0.0,0.0,1.0,30,theory_rr,0.05
27,0.0,0.0,1.0,30,theory_rr,0.05
28,0.0,0.0,1.0,30,theory_rr,0.05
29,0.0,0.0,1.0,30,theory_rr,0.05
30,0.0,0.0,1.0,30,theory_rr,0.05
31,0.0,0.0,1.0,30,theory_rr,0.05
32,0.0,0.0,1.0,30,theory_rr,0.05
33,0.0,0.0,1.0,30,theory_rr,0.05
34,0.0,0.0,1.0,30,theory_rr,0.05
35,0.0,0.0,1.0,30,theory_rr,0.05
36,0.0,0.0,1.0,30,theory_rr,0.05
37,0.0,0.0,1.0,30,theory_rr,0.05
38,0.0,0.0,1.0,30,theory_rr,0.05
39,0.0,0.0,1.0,30,theory_rr,0.05
40,0.0,0.0,1.0,30,theory_rr,0.05
41,0.0,0.0,1.0,30,theory_rr,0.05
42,0.0,0.0,1.0,30,theory_rr,0.05
43,0.0,0.0,1.0,30,theory_rr,0.05
44,0.0,0.0,1.0,30,theory_rr,0.05
45,0.0,0.0,1.0,30,theory_rr,0.05
46,0.0,0.0,1.0,30,theory_rr,0.05
47,0.0,0.0,1.0,30,theory_rr,0.05
48,0.0,0.0,1.0,30,theory_rr,0.05
49,0.0,0.0,1.0,30,theory_rr,0.05
50,0.0,0.0,1.0,30,theory_rr,0.05
51,0.0,0.0,1.0,30,theory_rr,0.05
52,0.0,0.0,1.0,30,theory_rr,0.05
53,0.0,0.0,1.0,30,theory_rr,0.05
54,0.0,0.0,1.0,30,theory_rr,0.05
55,0.0,0.0,1.0,30,theory_rr,0.05
56,0.0,0.0,1.0,30,theory_rr,0.05
57,0.0,0.0,1.0,30,theory_rr,0.05
58,0.0,0.0,1.0,30,theory_rr,0.05
59,0.0,0.0,1.0,30,theory_rr,0.05
60,0.0,0.0,1.0,30,theory_rr,0.05
61,0.0,0.0,1.0,30,theory_rr,0.05
62,0.0,0.0,1.0,30,theory_rr,0.05
63,0.0,0.0,1.0,30,theory_rr,0.05
64,0.0,0.0,1.0,30,theory_rr,0.05
65,0.0,0.0,1.0,30,theory_rr,0.05
66,0.0,0.0,1.0,30,theory_rr,0.05
67,0.0,0.0,1.0,30,theory_rr,0.05
68,0.0,0.0,1.0,30,theory_rr,0.05
69,0.0,0.0,1.0,30,theory_rr,0.05
70,0.0,0.0,1.0,30,theory_rr,0.05
71,0.0,0.0,1.0,30,theory_rr,0.05
72,0.0,0.0,1.0,30,theory_rr,0.05
73,0.0,0.0,1.0,30,theory_rr,0.05
74,0.0,0.0,1.0,30,theory_rr,0.05
75,0.0,0.0,1.0,30,theory_rr,0.05
76,0.0,0.0,1.0,30,theory_rr,0.05
77,0.0,0.0,1.0,30,theory_rr,0.05
78,0.0,0.0,1.0,30,theory_rr,0.05
79,0.0,0.0,1.0,30,theory_rr,0.05
80,0.0,0.0,1.0,30,theory_rr,0.05
81,0.0,0.0,1.0,30,theory_rr,0.05
82,0.0,0.0,1.0,30,theory_rr,0.05
83,0.0,0.0,1.0,30,theory_rr,0.05
84,0.0,0.0,1.0,30,theory_rr,0.05
85,0.0,0.0,1.0,30,theory_rr,0.05
86,0.0,0.0,1.0,30,theory_rr,0.05
87,0.0,0.0,1.0,30,theory_rr,0.05
88,0.0,0.0,1.0,30,theory_rr,0.05
89,0.0,0.0,1.0,30,theory_rr,0.05
90,0.0,0.0,1.0,30,theory_rr,0.05
91,0.0,0.0,1.0,30,theory_rr,0.05
92,0.0,0.0,1.0,30,theory_rr,0.05
93,0.0,0.0,1.0,30,theory_rr,0.05
94,0.0,0.0,1.0,30,theory_rr,0.05
95,0.0,0.0,1.0,30,theory_rr,0.05
96,0.0,0.0,1.0,30,theory_rr,0.05
97,0.0,0.0,1.0,30,theory_rr,0.05
98,0.0,0.0,1.0,30,theory_rr,0.05
99,0.0,0.0,1.0,30,theory_rr,0.05
100,0.0,0.0,1.0,30,theory_rr,0.05
0,0.0,0.94,0.06,30,theory_rr_async,0.05
1,0.0,0.895,0.105,30,theory_rr_async,0.05
2,0.0,0.85,0.15,30,theory_rr_async,0.05
3,0.0,0.805,0.195,30,theory_rr_async,0.05
4,0.0,0.765,0.235,30,theory_rr_async,0.05
5,0.0,0.725,0.275,30,theory_rr_async,0.05
6,0.0,0.68,0.32,30,theory_rr_async,0.05
7,0.0,0.645,0.355,30,theory_rr_async,0.05
8,0.0,0.625,0.375,30,theory_rr_async,0.05
9,0.0,0.585,0.415,30,theory_rr_async,0.05
10,0.0,0.54,0.46,30,theory_rr_async,0.05
11,0.0,0.515,0.485,30,theory_rr_async,0.05
12,0.0,0.485,0.515,30,theory_rr_async,0.05
13,0.0,0.465,0.535,30,theory_rr_async,0.05
14,0.0,0.44,0.56,30,theory_rr_async,0.05
15,0.0,0.42,0.58,30,theory_rr_async,0.05
16,0.0,0.39,0.61,30,theory_rr_async,0.05
17,0.0,0.385,0.615,30,theory_rr_async,0.05
18,0.0,0.355,0.645,30,theory_rr_async,0.05
19,0.0,0.33,0.67,30,theory_rr_async,0.05
20,0.0,0.32,0.68,30,theory_rr_async,0.05
21,0.0,0.3,0.7,30,theory_rr_async,0.05
22,0.0,0.3,0.7,30,theory_rr_async,0.05
23,0.0,0.285,0.715,30,theory_rr_async,0.05
24,0.0,0.26,0.74,30,theory_rr_async,0.05
25,0.0,0.25,0.75,30,theory_rr_async,0.05
26,0.0,0.245,0.755,30,theory_rr_async,0.05
27,0.0,0.24,0.76,30,theory_rr_async,0.05
28,0.0,0.235,0.765,30,theory_rr_async,0.05
29,0.0,0.22,0.78,30,theory_rr_async,0.05
30,0.0,0.21,0.79,30,theory_rr_async,0.05
31,0.0,0.205,0.795,30,theory_rr_async,0.05
32,0.0,0.2,0.8,30,theory_rr_async,0.05
33,0.0,0.19,0.81,30,theory_rr_async,0.05
34,0.0,0.19,0.81,30,theory_rr_async,0.05
35,0.0,0.18,0.82,30,theory_rr_async,0.05
36,0.0,0.165,0.835,30,theory_rr_async,0.05
37,0.0,0.155,0.845,30,theory_rr_async,0.05
38,0.0,0.145,0.855,30,theory_rr_async,0.05
39,0.0,0.13,0.87,30,theory_rr_async,0.05
40,0.0,0.125,0.875,30,theory_rr_async,0.05
41,0.0,0.11,0.89,30,theory_rr_async,0.05
42,0.0,0.11,0.89,30,theory_rr_async,0.05
43,0.0,0.1,0.9,30,theory_rr_async,0.05
44,0.0,0.1,0.9,30,theory_rr_async,0.05
45,0.0,0.095,0.905,30,theory_rr_async,0.05
46,0.0,0.09,0.91,30,theory_rr_async,0.05
47,0.0,0.085,0.915,30,theory_rr_async,0.05
48,0.0,0.08,0.92,30,theory_rr_async,0.05
49,0.0,0.08,0.92,30,theory_rr_async,0.05
50,0.0,0.07,0.93,30,theory_rr_async,0.05
51,0.0,0.07,0.93,30,theory_rr_async,0.05
52,0.0,0.065,0.935,30,theory_rr_async,0.05
53,0.0,0.05,0.95,30,theory_rr_async,0.05
54,0.0,0.04,0.96,30,theory_rr_async,0.05
55,0.0,0.04,0.96,30,theory_rr_async,0.05
56,0.0,0.04,0.96,30,theory_rr_async,0.05
57,0.0,0.04,0.96,30,theory_rr_async,0.05
58,0.0,0.04,0.96,30,theory_rr_async,0.05
59,0.0,0.04,0.96,30,theory_rr_async,0.05
60,0.0,0.04,0.96,30,theory_rr_async,0.05
61,0.0,0.035,0.965,30,theory_rr_async,0.05
62,0.0,0.035,0.965,30,theory_rr_async,0.05
63,0.0,0.03,0.97,30,theory_rr_async,0.05
64,0.0,0.03,0.97,30,theory_rr_async,0.05
65,0.0,0.03,0.97,30,theory_rr_async,0.05
66,0.0,0.025,0.975,30,theory_rr_async,0.05
67,0.0,0.02,0.98,30,theory_rr_async,0.05
68,0.0,0.02,0.98,30,theory_rr_async,0.05
69,0.0,0.015,0.985,30,theory_rr_async,0.05
70,0.0,0.01,0.99,30,theory_rr_async,0.05
71,0.0,0.01,0.99,30,theory_rr_async,0.05
72,0.0,0.01,0.99,30,theory_rr_async,0.05
73,0.0,0.01,0.99,30,theory_rr_async,0.05
74,0.0,0.01,0.99,30,theory_rr_async,0.05
75,0.0,0.01,0.99,30,theory_rr_async,0.05
76,0.0,0.01,0.99,30,theory_rr_async,0.05
77,0.0,0.01,0.99,30,theory_rr_async,0.05
78,0.0,0.01,0.99,30,theory_rr_async,0.05
79,0.0,0.01,0.99,30,theory_rr_async,0.05
80,0.0,0.01,0.99,30,theory_rr_async,0.05
81,0.0,0.01,0.99,30,theory_rr_async,0.05
82,0.0,0.005,0.995,30,theory_rr_async,0.05
83,0.0,0.005,0.995,30,theory_rr_async,0.05
84,0.0,0.005,0.995,30,theory_rr_async,0.05
85,0.0,0.005,0.995,30,theory_rr_async,0.05
86,0.0,0.005,0.995,30,theory_rr_async,0.05
87,0.0,0.005,0.995,30,theory_rr_async,0.05
88,0.0,0.005,0.995,30,theory_rr_async,0.05
89,0.0,0.005,0.995,30,theory_rr_async,0.05
90,0.0,0.005,0.995,30,theory_rr_async,0.05
91,0.0,0.005,0.995,30,theory_rr_async,0.05
92,0.0,0.005,0.995,30,theory_rr_async,0.05
93,0.0,0.005,0.995,30,theory_rr_async,0.05
94,0.0,0.005,0.995,30,theory_rr_async,0.05
95,0.0,0.005,0.995,30,theory_rr_async,0.05
96,0.0,0.005,0.995,30,theory_rr_async,0.05
97,0.0,0.005,0.995,30,theory_rr_async,0.05
98,0.0,0.005,0.995,30,theory_rr_async,0.05
99,0.0,0.005,0.995,30,theory_rr_async,0.05
100,0.0,0.005,0.995,30,theory_rr_async,0.05
0,0.0,0.94,0.06,31,simulation_rr,0.05
1,0.0,0.89,0.11,31,simulation_rr,0.05
2,0.0,0.845,0.155,31,simulation_rr,0.05
3,0.0,0.795,0.205,31,simulation_rr,0.05
4,0.0,0.755,0.245,31,simulation_rr,0.05
5,0.0,0.715,0.285,31,simulation_rr,0.05
6,0.0,0.68,0.32,31,simulation_rr,0.05
7,0.0,0.635,0.365,31,simulation_rr,0.05
8,0.0,0.595,0.405,31,simulation_rr,0.05
9,0.0,0.56,0.44,31,simulation_rr,0.05
10,0.0,0.53,0.47,31,simulation_rr,0.05
11,0.0,0.505,0.495,31,simulation_rr,0.05
12,0.0,0.48,0.52,31,simulation_rr,0.05
13,0.0,0.44,0.56,31,simulation_rr,0.05
14,0.0,0.415,0.585,31,simulation_rr,0.05
15,0.0,0.39,0.61,31,simulation_rr,0.05
16,0.0,0.375,0.625,31,simulation_rr,0.05
17,0.0,0.35,0.65,31,simulation_rr,0.05
18,0.0,0.33,0.67,31,simulation_rr,0.05
19,0.0,0.315,0.685,31,simulation_rr,0.05
20,0.0,0.305,0.695,31,simulation_rr,0.05
21,0.0,0.295,0.705,31,simulation_rr,0.05
22,0.0,0.28,0.72,31,simulation_rr,0.05
23,0.0,0.265,0.735,31,simulation_rr,0.05
24,0.0,0.25,0.75,31,simulation_rr,0.05
25,0.0,0.25,0.75,31,simulation_rr,0.05
26,0.0,0.245,0.755,31,simulation_rr,0.05
27,0.0,0.23,0.77,31,simulation_rr,0.05
28,0.0,0.22,0.78,31,simulation_rr,0.05
29,0.0,0.205,0.795,31,simulation_rr,0.05
30,0.0,0.19,0.81,31,simulation_rr,0.05
31,0.0,0.185,0.815,31,simulation_rr,0.05
32,0.0,0.18,0.82,31,simulation_rr,0.05
33,0.0,0.165,0.835,31,simulation_rr,0.05
34,0.0,0.16,0.84,31,simulation_rr,0.05
35,0.0,0.15,0.85,31,simulation_rr,0.05
36,0.0,0.145,0.855,31,simulation_rr,0.05
37,0.0,0.145,0.855,31,simulation_rr,0.05
38,0.0,0.13,0.87,31,simulation_rr,0.05
39,0.0,0.12,0.88,31,simulation_rr,0.05
