t,share_N,share_E,share_F,W,C_ext,run_id,fee_multiple
88,0.0,0.605,0.395,1539.4184984187248,31.515464630011998,6,1.5
89,0.0,0.62,0.38,1525.650302417985,31.05865253398921,6,1.5
90,0.0,0.59,0.41,1574.9085173519256,32.68545402098156,6,1.5
91,0.0,0.615,0.385,1521.5800606341159,30.919142944368332,6,1.5
92,0.0,0.635,0.365,1461.892796492998,28.886941041347693,6,1.5
93,0.0,0.605,0.395,1571.270476778685,32.5639244937836,6,1.5
94,0.0,0.62,0.38,1536.0493325945392,31.40681357362114,6,1.5
95,0.0,0.585,0.415,1618.860700773076,34.1080565379778,6,1.5
96,0.0,0.605,0.395,1593.1972692556362,33.28301708720131,6,1.5
97,0.0,0.615,0.385,1582.032330198972,32.9208258741193,6,1.5
98,0.0,0.64,0.36,1530.21219262061,31.21116608289687,6,1.5
99,0.0,0.605,0.395,1592.230812392376,33.24956607843596,6,1.5
100,0.0,0.62,0.38,1539.4612820900861,31.519362992458422,6,1.5
0,0.0,1.0,0.0,985.0183373681498,0.0,6,2.0
1,0.0,0.95,0.05,887.7851797576227,4.269537338158887,6,2.0
2,0.0,0.9,0.1,993.5770935842924,10.420327854083013,6,2.0
3,0.0,0.86,0.14,1095.745752966346,14.934788000443646,6,2.0
4,0.0,0.815,0.185,1184.5269107051354,18.59026687668448,6,2.0
5,0.0,0.765,0.235,1284.0407939718166,22.46713788334558,6,2.0
6,0.0,0.735,0.265,1384.0073011811019,26.15136937334852,6,2.0
7,0.0,0.705,0.295,1481.154546047669,29.552551041535295,6,2.0
8,0.0,0.665,0.335,1581.146824460596,32.88392047887636,6,2.0
9,0.0,0.685,0.315,1528.9824329588073,31.161862756772198,6,2.0
10,0.0,0.69,0.31,1508.2728549886322,30.466257416147855,6,2.0
11,0.0,0.65,0.35,1578.9310984037943,32.810079617742645,6,2.0
12,0.0,0.625,0.375,1630.821208716954,34.481456188898065,6,2.0
13,0.0,0.655,0.345,1588.2245026234402,33.11741597521956,6,2.0
14,0.0,0.67,0.33,1530.5868547752084,31.22589621079974,6,2.0
15,0.0,0.64,0.36,1560.7881967719725,32.225294051767094,6,2.0
16,0.0,0.655,0.345,1518.1542496423383,30.810051379293014,6,2.0
17,0.0,0.63,0.37,1585.7021811912714,33.04363237886767,6,2.0
18,0.0,0.65,0.35,1525.2048966981017,31.04684762470024,6,2.0
19,0.0,0.635,0.365,1583.5949577313108,32.97386022500909,6,2.0
20,0.0,0.655,0.345,1489.5951655369738,29.841228686494432,6,2.0
21,0.0,0.625,0.375,1561.9728630073905,32.25305588914691,6,2.0
22,0.0,0.6,0.4,1628.6693777961623,34.41025232261613,6,2.0
23,0.0,0.625,0.375,1558.3097905752943,32.13136752707069,6,2.0
24,0.0,0.64,0.36,1504.6711815100216,30.340713899147815,6,2.0
25,0.0,0.605,0.395,1591.282288376042,33.20282136563288,6,2.0
26,0.0,0.63,0.37,1551.3721242477964,31.896720026599745,6,2.0
27,0.0,0.6,0.4,1607.113330204218,33.70926292757122,6,2.0
28,0.0,0.615,0.385,1560.5262408391752,32.19601582247637,6,2.0
29,0.0,0.635,0.365,1515.0124412701714,30.683207760594456,6,2.0
30,0.0,0.6,0.4,1587.5847273500917,33.081359787541885,6,2.0
31,0.0,0.615,0.385,1560.322515767558,32.18904935324463,6,2.0
32,0.0,0.63,0.37,1516.6161545882462,30.739233801899296,6,2.0
33,0.0,0.61,0.39,1580.2991461300508,32.84487676991199,6,2.0
34,0.0,0.62,0.38,1546.8991457080263,31.752466961522558,6,2.0
35,0.0,0.605,0.395,1594.5565964596008,33.313766310082435,6,2.0
36,0.0,0.58,0.42,1635.3672911639428,34.622679526646095,6,2.0
37,0.0,0.615,0.385,1560.3221810418438,32.197111585700114,6,2.0
38,0.0,0.63,0.37,1519.665947323573,30.84948467142611,6,2.0
39,0.0,0.65,0.35,1448.9948717535256,28.442427957864204,6,2.0
40,0.0,0.605,0.395,1611.9006972983186,33.87461165225081,6,2.0
41,0.0,0.625,0.375,1585.104522911098,33.010937887269094,6,2.0
42,0.0,0.64,0.36,1548.6850652591734,31.81456991431105,6,2.0
43,0.0,0.61,0.39,1600.019006586981,33.491446962701914,6,2.0
44,0.0,0.625,0.375,1574.840104331468,32.67869343477655,6,2.0
45,0.0,0.645,0.355,1547.757459120363,31.787857103066568,6,2.0
46,0.0,0.615,0.385,1616.9006012807852,34.042053455273056,6,2.0
47,0.0,0.63,0.37,1586.517007837775,33.06458847558491,6,2.0
48,0.0,0.595,0.405,1627.542412787766,34.3807473586933,6,2.0
49,0.0,0.605,0.395,1614.78051057846,33.97210865200171,6,2.0
50,0.0,0.635,0.365,1513.1038591314866,30.63684147191882,6,2.0
51,0.0,0.65,0.35,1465.7731293592954,29.02537734326671,6,2.0
52,0.0,0.62,0.38,1603.52412445,33.6089932604185,6,2.0
53,0.0,0.635,0.365,1556.2641365835227,32.068927567905476,6,2.0
54,0.0,0.595,0.405,1634.8047819845149,34.61030616912233,6,2.0
55,0.0,0.63,0.37,1539.2137280342063,31.509312131317436,6,2.0
56,0.0,0.605,0.395,1601.4668445633379,33.54260010308893,6,2.0
57,0.0,0.63,0.37,1526.2531771759825,31.071319519163417,6,2.0
58,0.0,0.595,0.405,1611.5750070129423,33.86314924087431,6,2.0
59,0.0,0.61,0.39,1588.772122112038,33.12834563942627,6,2.0
60,0.0,0.59,0.41,1633.1999481555192,34.55029663169702,6,2.0
61,0.0,0.61,0.39,1554.4376053365613,31.99817491687126,6,2.0
62,0.0,0.57,0.43,1630.1794958689209,34.45251298951669,6,2.0
63,0.0,0.6,0.4,1529.1398930646062,31.168016657447694,6,2.0
64,0.0,0.62,0.38,1495.6157892654053,30.039609815028605,6,2.0
65,0.0,0.585,0.415,1574.1143535439342,32.653815156319865,6,2.0
66,0.0,0.59,0.41,1569.1811031659,32.49333715880219,6,2.0
67,0.0,0.605,0.395,1565.2863653173988,32.3658621946022,6,2.0
68,0.0,0.625,0.375,1531.658485126218,31.254495769698142,6,2.0
69,0.0,0.585,0.415,1616.2815462301712,34.01449379695256,6,2.0
70,0.0,0.615,0.385,1547.576428653027,31.78264876968654,6,2.0
71,0.0,0.615,0.385,1547.576428653027,31.78264876968654,6,2.0
72,0.0,0.575,0.425,1632.0341488763133,34.52234162116315,6,2.0
73,0.0,0.6,0.4,1552.0460725054436,31.93264221656401,6,2.0
74,0.0,0.58,0.42,1613.5854994820063,33.93696542826156,6,2.0
75,0.0,0.6,0.4,1554.1782483088573,32.0044671897727,6,2.0
76,0.0,0.605,0.395,1552.0453750818426,31.934492147705377,6,2.0
77,0.0,0.615,0.385,1539.860579268364,31.53009065767445,6,2.0
78,0.0,0.585,0.415,1610.6147309375278,33.830986151474946,6,2.0
79,0.0,0.605,0.395,1514.289197966174,30.673173949851318,6,2.0
80,0.0,0.59,0.41,1544.9811433219654,31.699527425821145,6,2.0
81,0.0,0.565,0.435,1597.418291684997,33.41406945140998,6,2.0
82,0.0,0.565,0.435,1597.418291684997,33.41406945140998,6,2.0
83,0.0,0.585,0.415,1546.5607128847632,31.751249493701568,6,2.0
84,0.0,0.605,0.395,1503.6071676167205,30.31901709704851,6,2.0
85,0.0,0.57,0.43,1596.3336760527739,33.377948122101834,6,2.0
86,0.0,0.6,0.4,1557.5054603795254,32.116323408949896,6,2.0
87,0.0,0.58,0.42,1594.3892697011308,33.318903299327935,6,2.0
88,0.0,0.605,0.395,1539.4184984187248,31.515464630011998,6,2.0
89,0.0,0.62,0.38,1525.650302417985,31.05865253398921,6,2.0
90,0.0,0.59,0.41,1574.9085173519256,32.68545402098156,6,2.0
91,0.0,0.615,0.385,1521.5800606341159,30.919142944368332,6,2.0
92,0.0,0.635,0.365,1461.892796492998,28.886941041347693,6,2.0
93,0.0,0.605,0.395,1571.270476778685,32.5639244937836,6,2.0
94,0.0,0.62,0.38,1536.0493325945392,31.40681357362114,6,2.0
95,0.0,0.585,0.415,1618.860700773076,34.1080565379778,6,2.0
96,0.0,0.605,0.395,1593.1972692556362,33.28301708720131,6,2.0
97,0.0,0.615,0.385,1582.032330198972,32.9208258741193,6,2.0
98,0.0,0.64,0.36,1530.21219262061,31.21116608289687,6,2.0
99,0.0,0.605,0.395,1592.230812392376,33.24956607843596,6,2.0
100,0.0,0.62,0.38,1539.4612820900861,31.519362992458422,6,2.0
0,0.0,1.0,0.0,983.9163305709235,0.0,7,0.0
1,0.0,0.95,0.05,900.8642087284509,4.361342711399223,7,0.0
2,0.0,0.905,0.095,999.9002722241655,9.590103578166417,7,0.0
3,0.0,0.855,0.145,1098.795456507026,13.712372962591697,7,0.0
4,0.0,0.805,0.195,1232.6818740656224,18.85510845349076,7,0.0
5,0.0,0.76,0.24,1343.9525931647827,22.834354877883285,7,0.0
6,0.0,0.72,0.28,1470.6831962431822,27.06858693263737,7,0.0
7,0.0,0.695,0.305,1585.394353332012,30.71961047629335,7,0.0
8,0.0,0.655,0.345,1665.5472574548621,33.55811932495622,7,0.0
9,0.0,0.63,0.37,1679.3891100657595,34.09962289946021,7,0.0
10,0.0,0.61,0.39,1724.3890839469161,35.99223916099739,7,0.0
11,0.0,0.595,0.405,1746.4706602091564,37.02387807263066,7,0.0
12,0.0,0.565,0.435,1790.1553880133642,39.343161471136426,7,0.0
13,0.0,0.545,0.455,1814.2584751939357,40.856454418339,7,0.0
14,0.0,0.515,0.485,1846.6800908554944,43.37533581111725,7,0.0
15,0.0,0.485,0.515,1882.2487750479322,47.9124923707129,7,0.0
16,0.0,0.46,0.54,1886.0135767595457,48.911059792456626,7,0.0
17,0.0,0.44,0.56,1888.8516829419846,50.13821982357207,7,0.0
18,0.0,0.425,0.575,1888.7628365254004,51.98205975775789,7,0.0
19,0.0,0.4,0.6,1884.8041143994142,53.68390236617282,7,0.0
20,0.0,0.385,0.615,1882.1777223673726,54.32331219003121,7,0.0
21,0.0,0.37,0.63,1874.3141007354807,55.7639489180216,7,0.0
22,0.0,0.345,0.655,1866.5937913337066,56.85993550758892,7,0.0
23,0.0,0.32,0.68,1857.181740350356,57.96927006686872,7,0.0
24,0.0,0.305,0.695,1847.9039991667628,58.89844444798902,7,0.0
25,0.0,0.285,0.715,1844.4152469695855,59.22431016399942,7,0.0
26,0.0,0.28,0.72,1840.8306395057675,59.552543448299396,7,0.0
27,0.0,0.275,0.725,1838.5024804872814,59.75880860121741,7,0.0
28,0.0,0.27,0.73,1834.38243978448,60.104727127888815,7,0.0
29,0.0,0.26,0.74,1827.4486030716264,60.67363271219354,7,0.0
30,0.0,0.25,0.75,1824.2559288000693,60.922845566172036,7,0.0
31,0.0,0.245,0.755,1822.5720094977958,61.05314047962476,7,0.0
32,0.0,0.245,0.755,1822.5720094977958,61.05314047962476,7,0.0
33,0.0,0.23,0.77,1804.3307870341243,62.36458899225877,7,0.0
34,0.0,0.23,0.77,1804.3307870341243,62.36458899225877,7,0.0
35,0.0,0.22,0.78,1793.1990940755177,63.10181836198985,7,0.0
36,0.0,0.19,0.81,1771.4487904246623,64.42360031607191,7,0.0
37,0.0,0.175,0.825,1760.218076309813,65.05666494111732,7,0.0
38,0.0,0.165,0.835,1746.7578950545114,65.7821204477901,7,0.0
39,0.0,0.165,0.835,1746.7578950545114,65.7821204477901,7,0.0
40,0.0,0.15,0.85,1739.88474491921,66.1402313571604,7,0.0
41,0.0,0.14,0.86,1734.897159748475,66.3970980557983,7,0.0
42,0.0,0.135,0.865,1734.3465980821302,66.42498909599772,7,0.0
43,0.0,0.13,0.87,1732.9458347970049,66.49548994027262,7,0.0
44,0.0,0.125,0.875,1728.6201856738062,66.71401497474855,7,0.0
45,0.0,0.115,0.885,1720.756187579846,67.10323917569326,7,0.0
46,0.0,0.11,0.89,1703.975604374023,67.90009413189318,7,0.0
47,0.0,0.105,0.895,1697.93219718749,68.18071244908421,7,0.0
48,0.0,0.1,0.9,1689.239546038829,68.5766494970073,7,0.0
49,0.0,0.1,0.9,1689.239546038829,68.5766494970073,7,0.0
50,0.0,0.09,0.91,1649.2284518604613,70.32150170990752,7,0.0
51,0.0,0.09,0.91,1649.2284518604613,70.32150170990752,7,0.0
52,0.0,0.085,0.915,1631.7858638351695,71.03150010702257,7,0.0
53,0.0,0.085,0.915,1631.7858638351695,71.03150010702257,7,0.0
54,0.0,0.08,0.92,1628.6985398231216,71.15517401659051,7,0.0
55,0.0,0.07,0.93,1614.9567480380963,71.70447580274646,7,0.0
56,0.0,0.055,0.945,1578.3469666742592,73.10001231995389,7,0.0
57,0.0,0.05,0.95,1570.5663733189044,73.38634604289348,7,0.0
58,0.0,0.05,0.95,1570.5663733189044,73.38634604289348,7,0.0
59,0.0,0.05,0.95,1570.5663733189044,73.38634604289348,7,0.0
60,0.0,0.045,0.955,1566.1187291870176,73.54836960830902,7,0.0
61,0.0,0.04,0.96,1556.6417256665811,73.89340681091176,7,0.0
62,0.0,0.04,0.96,1556.6417256665811,73.89340681091176,7,0.0
63,0.0,0.04,0.96,1556.6417256665811,73.89340681091176,7,0.0
64,0.0,0.04,0.96,1556.6417256665811,73.89340681091176,7,0.0
65,0.0,0.04,0.96,1556.6417256665811,73.89340681091176,7,0.0
0,0.0,1.0,0.0,983.9163305709235,0.0,7,0.5
1,0.0,0.95,0.05,900.8642087284509,4.361342711399223,7,0.5
2,0.0,0.905,0.095,999.9002722241655,9.590103578166417,7,0.5
3,0.0,0.855,0.145,1098.795456507026,13.712372962591697,7,0.5
4,0.0,0.805,0.195,1232.6818740656224,18.85510845349076,7,0.5
5,0.0,0.76,0.24,1343.9525931647827,22.834354877883285,7,0.5
6,0.0,0.72,0.28,1470.6831962431822,27.06858693263737,7,0.5
7,0.0,0.695,0.305,1585.394353332012,30.71961047629335,7,0.5
8,0.0,0.655,0.345,1665.5472574548621,33.55811932495622,7,0.5
9,0.0,0.63,0.37,1679.3891100657595,34.09962289946021,7,0.5
10,0.0,0.61,0.39,1724.3890839469161,35.99223916099739,7,0.5
11,0.0,0.595,0.405,1746.4706602091564,37.02387807263066,7,0.5
12,0.0,0.565,0.435,1790.1553880133642,39.343161471136426,7,0.5
13,0.0,0.545,0.455,1814.2584751939357,40.856454418339,7,0.5
14,0.0,0.515,0.485,1846.6800908554944,43.37533581111725,7,0.5
15,0.0,0.485,0.515,1882.2487750479322,47.9124923707129,7,0.5
16,0.0,0.46,0.54,1886.0135767595457,48.911059792456626,7,0.5
17,0.0,0.44,0.56,1888.8516829419846,50.13821982357207,7,0.5
18,0.0,0.425,0.575,1888.7628365254004,51.98205975775789,7,0.5
19,0.0,0.4,0.6,1884.8041143994142,53.68390236617282,7,0.5
20,0.0,0.385,0.615,1882.1777223673726,54.32331219003121,7,0.5
21,0.0,0.37,0.63,1874.3141007354807,55.7639489180216,7,0.5
22,0.0,0.345,0.655,1866.5937913337066,56.85993550758892,7,0.5
23,0.0,0.32,0.68,1857.181740350356,57.96927006686872,7,0.5
24,0.0,0.305,0.695,1847.9039991667628,58.89844444798902,7,0.5
25,0.0,0.285,0.715,1844.4152469695855,59.22431016399942,7,0.5
26,0.0,0.28,0.72,1840.8306395057675,59.552543448299396,7,0.5
27,0.0,0.275,0.725,1838.5024804872814,59.75880860121741,7,0.5
28,0.0,0.27,0.73,1834.38243978448,60.104727127888815,7,0.5
29,0.0,0.26,0.74,1827.4486030716264,60.67363271219354,7,0.5
30,0.0,0.25,0.75,1824.2559288000693,60.922845566172036,7,0.5
31,0.0,0.245,0.755,1822.5720094977958,61.05314047962476,7,0.5
32,0.0,0.245,0.755,1822.5720094977958,61.05314047962476,7,0.5
33,0.0,0.23,0.77,1804.3307870341243,62.36458899225877,7,0.5
34,0.0,0.23,0.77,1804.3307870341243,62.36458899225877,7,0.5
35,0.0,0.22,0.78,1793.1990940755177,63.10181836198985,7,0.5
36,0.0,0.19,0.81,1771.4487904246623,64.42360031607191,7,0.5
37,0.0,0.175,0.825,1760.218076309813,65.05666494111732,7,0.5
38,0.0,0.165,0.835,1746.7578950545114,65.7821204477901,7,0.5
39,0.0,0.165,0.835,1746.7578950545114,65.7821204477901,7,0.5
40,0.0,0.15,0.85,1739.88474491921,66.1402313571604,7,0.5
41,0.0,0.14,0.86,1734.897159748475,66.3970980557983,7,0.5
42,0.0,0.135,0.865,1734.3465980821302,66.42498909599772,7,0.5
43,0.0,0.13,0.87,1732.9458347970049,66.49548994027262,7,0.5
44,0.0,0.125,0.875,1728.6201856738062,66.71401497474855,7,0.5
45,0.0,0.115,0.885,1720.756187579846,67.10323917569326,7,0.5
46,0.0,0.11,0.89,1703.975604374023,67.90009413189318,7,0.5
47,0.0,0.105,0.895,1697.93219718749,68.18071244908421,7,0.5
48,0.0,0.1,0.9,1689.239546038829,68.5766494970073,7,0.5
49,0.0,0.1,0.9,1689.239546038829,68.5766494970073,7,0.5
50,0.0,0.09,0.91,1649.2284518604613,70.32150170990752,7,0.5
51,0.0,0.09,0.91,1649.2284518604613,70.32150170990752,7,0.5
52,0.0,0.085,0.915,1631.7858638351695,71.03150010702257,7,0.5
53,0.0,0.085,0.915,1631.7858638351695,71.03150010702257,7,0.5
54,0.0,0.08,0.92,1628.6985398231216,71.15517401659051,7,0.5
55,0.0,0.07,0.93,1614.9567480380963,71.70447580274646,7,0.5
56,0.0,0.055,0.945,1578.3469666742592,73.10001231995389,7,0.5
57,0.0,0.05,0.95,1570.5663733189044,73.38634604289348,7,0.5
58,0.0,0.05,0.95,1570.5663733189044,73.38634604289348,7,0.5
59,0.0,0.05,0.95,1570.5663733189044,73.38634604289348,7,0.5
60,0.0,0.045,0.955,1566.1187291870176,73.54836960830902,7,0.5
61,0.0,0.04,0.96,1556.6417256665811,73.89340681091176,7,0.5
62,0.0,0.04,0.96,1556.6417256665811,73.89340681091176,7,0.5
63,0.0,0.04,0.96,1556.6417256665811,73.89340681091176,7,0.5
64,0.0,0.04,0.96,1556.6417256665811,73.89340681091176,7,0.5
65,0.0,0.04,0.96,1556.6417256665811,73.89340681091176,7,0.5
0,0.0,1.0,0.0,983.9163305709235,0.0,7,1.0
1,0.0,0.95,0.05,900.8642087284509,4.361342711399223,7,1.0
2,0.0,0.905,0.095,999.9002722241655,9.590103578166417,7,1.0
3,0.0,0.855,0.145,1098.795456507026,13.712372962591697,7,1.0
4,0.0,0.805,0.195,1232.6818740656224,18.85510845349076,7,1.0
5,0.0,0.76,0.24,1343.9525931647827,22.834354877883285,7,1.0
6,0.0,0.72,0.28,1470.6831962431822,27.06858693263737,7,1.0
7,0.0,0.72,0.28,1470.6831962431822,27.06858693263737,7,1.0
8,0.0,0.72,0.28,1470.6831962431822,27.06858693263737,7,1.0
9,0.0,0.69,0.31,1496.153967966963,27.89193111728342,7,1.0
10,0.0,0.69,0.31,1496.153967966963,27.89193111728342,7,1.0
11,0.0,0.69,0.31,1496.153967966963,27.89193111728342,7,1.0
12,0.0,0.69,0.31,1496.153967966963,27.89193111728342,7,1.0
13,0.0,0.69,0.31,1496.153967966963,27.89193111728342,7,1.0
0,0.0,1.0,0.0,983.9163305709235,0.0,7,1.5
1,0.0,0.95,0.05,900.8642087284509,4.361342711399223,7,1.5
2,0.0,0.905,0.095,999.9002722241655,9.590103578166417,7,1.5
3,0.0,0.855,0.145,1098.795456507026,13.712372962591697,7,1.5
4,0.0,0.805,0.195,1232.6818740656224,18.85510845349076,7,1.5
5,0.0,0.76,0.24,1343.9525931647827,22.834354877883285,7,1.5
6,0.0,0.72,0.28,1470.6831962431822,27.06858693263737,7,1.5
7,0.0,0.745,0.255,1407.2718221874384,24.979174112480038,7,1.5
8,0.0,0.705,0.295,1496.778585735109,27.917236183028955,7,1.5
9,0.0,0.67,0.33,1539.0061266948533,29.255661999336194,7,1.5
10,0.0,0.7,0.3,1461.1370692660664,26.762598682317055,7,1.5
11,0.0,0.725,0.275,1401.26529052218,24.781287760980078,7,1.5
12,0.0,0.68,0.32,1516.849867810117,28.55935701163327,7,1.5
13,0.0,0.695,0.305,1501.4557188411497,28.068941561664726,7,1.5
14,0.0,0.71,0.29,1471.0549636699234,27.08768411637553,7,1.5
15,0.0,0.715,0.285,1450.6516927860516,26.42343673647049,7,1.5
16,0.0,0.67,0.33,1517.183983584989,28.570223062845674,7,1.5
17,0.0,0.695,0.305,1481.2427643779693,27.41883321992751,7,1.5
18,0.0,0.715,0.285,1453.4899223372292,26.516364385150407,7,1.5
19,0.0,0.73,0.27,1383.6983875670396,24.194741079647287,7,1.5
20,0.0,0.695,0.305,1453.4627969113915,26.522679973692682,7,1.5
21,0.0,0.675,0.325,1550.3870611819336,29.623229043067596,7,1.5
22,0.0,0.685,0.315,1530.4869849874894,28.997791497414354,7,1.5
23,0.0,0.7,0.3,1502.6219103145513,28.11308284003006,7,1.5
24,0.0,0.715,0.285,1450.4894839450951,26.423629972926626,7,1.5
25,0.0,0.675,0.325,1507.38508791965,28.263304425668785,7,1.5
26,0.0,0.695,0.305,1459.4334799557732,26.721489490486807,7,1.5
27,0.0,0.665,0.335,1528.992153006208,28.95029800308384,7,1.5
28,0.0,0.645,0.355,1553.722621424054,29.72655285123752,7,1.5
29,0.0,0.66,0.34,1487.2518444551183,27.61701172657386,7,1.5
30,0.0,0.635,0.365,1520.7397785556918,28.687207510348685,7,1.5
31,0.0,0.66,0.34,1451.3948933922293,26.449853293674472,7,1.5
32,0.0,0.625,0.375,1550.0546403019353,29.60598633597111,7,1.5
33,0.0,0.655,0.345,1488.0893231965015,27.643866894677636,7,1.5
34,0.0,0.67,0.33,1476.4050866736766,27.267229415362152,7,1.5
35,0.0,0.685,0.315,1439.382369175903,26.05710967386937,7,1.5
36,0.0,0.645,0.355,1509.677836308989,28.33189130705597,7,1.5
37,0.0,0.655,0.345,1473.1604410422785,27.154601107748306,7,1.5
38,0.0,0.62,0.38,1543.9811215162385,29.411916248323042,7,1.5
39,0.0,0.65,0.35,1497.0157889757354,27.92630045137119,7,1.5
40,0.0,0.62,0.38,1525.416007759318,28.829049016741592,7,1.5
41,0.0,0.645,0.355,1483.8030142248513,27.502521992951223,7,1.5
42,0.0,0.625,0.375,1532.6735402198133,29.05847235067309,7,1.5
43,0.0,0.655,0.345,1453.3111623322886,26.510796217684117,7,1.5
44,0.0,0.615,0.385,1540.4989353912893,29.298412998006278,7,1.5
45,0.0,0.635,0.365,1522.067820600782,28.71725792547082,7,1.5
46,0.0,0.645,0.355,1496.5948793239515,27.904708227711577,7,1.5
47,0.0,0.665,0.335,1427.7087552729668,25.657222023134963,7,1.5
48,0.0,0.67,0.33,1419.8071611740204,25.39374104808917,7,1.5
49,0.0,0.635,0.365,1484.9861701497664,27.528476009307436,7,1.5
50,0.0,0.655,0.345,1438.660512015829,26.017516880000485,7,1.5
51,0.0,0.62,0.38,1551.9842162071536,29.64001736441662,7,1.5
52,0.0,0.635,0.365,1462.4579514112731,26.78956522020736,7,1.5
53,0.0,0.655,0.345,1417.3590557493249,25.304885888015747,7,1.5
54,0.0,0.625,0.375,1503.8246564865603,28.12936300968598,7,1.5
55,0.0,0.645,0.355,1445.2304561981964,26.229497964536627,7,1.5
56,0.0,0.615,0.385,1541.7288810436112,29.328524565026168,7,1.5
57,0.0,0.64,0.36,1503.3962251931578,28.11461742888902,7,1.5
58,0.0,0.665,0.335,1466.1619596424794,26.91613339297175,7,1.5
59,0.0,0.675,0.325,1439.125109589913,26.034092474051285,7,1.5
60,0.0,0.635,0.365,1535.0280004829572,29.12595106896915,7,1.5
61,0.0,0.66,0.34,1469.0062789627618,27.0247927075756,7,1.5
62,0.0,0.63,0.37,1548.1213524897432,29.54548872858429,7,1.5
63,0.0,0.645,0.355,1513.1302147046815,28.442653706211196,7,1.5
64,0.0,0.665,0.335,1439.3890534347345,26.054763385559312,7,1.5
65,0.0,0.63,0.37,1513.319093324322,28.4435278861395,7,1.5
66,0.0,0.635,0.365,1481.3459013808083,27.418178557073137,7,1.5
67,0.0,0.655,0.345,1448.1896532215865,26.33718835259893,7,1.5
68,0.0,0.665,0.335,1419.7495020637302,25.39945649348275,7,1.5
69,0.0,0.68,0.32,1380.3612481879413,24.074600689699285,7,1.5
70,0.0,0.645,0.355,1455.8481756013566,26.591209381662953,7,1.5
71,0.0,0.615,0.385,1501.1683077351695,28.053732015543815,7,1.5
72,0.0,0.595,0.405,1547.6685299366388,29.521867527840442,7,1.5
73,0.0,0.625,0.375,1467.3714379840492,26.962406682122264,7,1.5
74,0.0,0.6,0.4,1554.3329457400405,29.729140449093872,7,1.5
75,0.0,0.63,0.37,1445.4241668375516,26.243677326223935,7,1.5
76,0.0,0.645,0.355,1429.452406929621,25.715839407908003,7,1.5
77,0.0,0.66,0.34,1412.6192484250225,25.156445624875005,7,1.5
78,0.0,0.63,0.37,1498.958519262614,27.97777859545038,7,1.5
79,0.0,0.645,0.355,1466.2330660831062,26.91971331329362,7,1.5
80,0.0,0.615,0.385,1535.4171657175984,29.130467951717133,7,1.5
81,0.0,0.645,0.355,1461.093565642813,26.750412192696636,7,1.5
82,0.0,0.655,0.345,1416.9763529896518,25.29468169177331,7,1.5
83,0.0,0.635,0.365,1480.7135413049411,27.389016757689884,7,1.5
84,0.0,0.605,0.395,1534.3258097379767,29.095024334653623,7,1.5
85,0.0,0.625,0.375,1509.2278939343048,28.29993394790207,7,1.5
86,0.0,0.64,0.36,1489.811677007836,27.678609916748073,7,1.5
87,0.0,0.665,0.335,1449.39058602442,26.364592570360944,7,1.5
88,0.0,0.63,0.37,1525.7993440571054,28.824848689621533,7,1.5
89,0.0,0.655,0.345,1477.110924186119,27.270524807700085,7,1.5
90,0.0,0.67,0.33,1419.884961699749,25.38919698327954,7,1.5
91,0.0,0.635,0.365,1488.8497248790188,27.64854779029445,7,1.5
92,0.0,0.64,0.36,1449.667975731171,26.3724971600142,7,1.5
93,0.0,0.655,0.345,1414.621223479765,25.209832435602646,7,1.5
94,0.0,0.61,0.39,1547.8754647346357,29.501162293746475,7,1.5
95,0.0,0.635,0.365,1504.3954069204271,28.13039641519331,7,1.5
96,0.0,0.615,0.385,1549.4272215097049,29.55105177719873,7,1.5
97,0.0,0.63,0.37,1516.7372866302596,28.522576271754367,7,1.5
98,0.0,0.65,0.35,1501.7612299566051,28.04620115625496,7,1.5
99,0.0,0.67,0.33,1455.2135615499049,26.542694207521585,7,1.5
100,0.0,0.65,0.35,1477.5445763676842,27.27026161449467,7,1.5
0,0.0,1.0,0.0,983.9163305709235,0.0,7,2.0
1,0.0,0.95,0.05,900.8642087284509,4.361342711399223,7,2.0
2,0.0,0.905,0.095,999.9002722241655,9.590103578166417,7,2.0
3,0.0,0.855,0.145,1098.795456507026,13.712372962591697,7,2.0
