t,share_N,share_E,share_F,W,C_ext,run_id,fee_multiple
63,0.0,0.66,0.34,1634.0912037970202,30.064240633384436,24,2.0
64,0.0,0.68,0.32,1602.1262173714356,28.972389496448532,24,2.0
65,0.0,0.7,0.3,1540.4699056515092,26.809564351556737,24,2.0
66,0.0,0.66,0.34,1633.175610378476,30.027484235134114,24,2.0
67,0.0,0.685,0.315,1571.1382110923005,27.886515983386403,24,2.0
68,0.0,0.655,0.345,1633.7290226847024,30.04990781352977,24,2.0
69,0.0,0.67,0.33,1588.7166673305428,28.50462322518323,24,2.0
70,0.0,0.685,0.315,1567.791097936515,27.77455951289655,24,2.0
71,0.0,0.66,0.34,1628.2204124936225,29.86459989982167,24,2.0
72,0.0,0.64,0.36,1656.381266117183,30.81516257036384,24,2.0
73,0.0,0.66,0.34,1586.631972947649,28.436953588696284,24,2.0
74,0.0,0.675,0.325,1533.7945703817106,26.57820702425638,24,2.0
75,0.0,0.65,0.35,1577.8652646221449,28.135221806122313,24,2.0
76,0.0,0.665,0.335,1519.5353388447727,26.06640445858263,24,2.0
77,0.0,0.67,0.33,1515.0962072266184,25.906316833163643,24,2.0
78,0.0,0.625,0.375,1617.3912770268703,29.494915784648168,24,2.0
79,0.0,0.635,0.365,1597.081225933202,28.794636761247673,24,2.0
80,0.0,0.65,0.35,1573.6992433051566,27.982209788088618,24,2.0
81,0.0,0.63,0.37,1611.8040606326902,29.301767191594735,24,2.0
82,0.0,0.65,0.35,1570.986973932421,27.88964433686174,24,2.0
83,0.0,0.62,0.38,1653.9459434842079,30.741107188246033,24,2.0
84,0.0,0.63,0.37,1606.8123778526715,29.131673412478833,24,2.0
85,0.0,0.65,0.35,1551.097030048649,27.193031611453268,24,2.0
86,0.0,0.61,0.39,1609.9256357401537,29.248818583924656,24,2.0
87,0.0,0.595,0.405,1646.917178085369,30.509659999618055,24,2.0
88,0.0,0.63,0.37,1586.0395598162017,28.420696968767903,24,2.0
89,0.0,0.65,0.35,1551.7186912917082,27.212876346372582,24,2.0
90,0.0,0.67,0.33,1500.7897226216116,25.386266234333334,24,2.0
91,0.0,0.64,0.36,1590.8473014348144,28.57971044339064,24,2.0
92,0.0,0.665,0.335,1558.4466710061333,27.44653278196887,24,2.0
93,0.0,0.63,0.37,1611.36242967253,29.290155505570745,24,2.0
94,0.0,0.655,0.345,1575.569432340425,28.04798824591141,24,2.0
95,0.0,0.66,0.34,1565.0170059201257,27.67864496423834,24,2.0
96,0.0,0.63,0.37,1619.2213697542304,29.56168318462986,24,2.0
97,0.0,0.65,0.35,1560.006030248934,27.504711042998615,24,2.0
98,0.0,0.62,0.38,1653.8640218212915,30.73276006564688,24,2.0
99,0.0,0.63,0.37,1636.6957296574867,30.15091827274375,24,2.0
100,0.0,0.65,0.35,1595.425856684278,28.73598617481951,24,2.0
0,0.0,0.94,0.06,961.6404389933974,3.6391022368658703,25,0.0
1,0.0,0.89,0.11,1028.0219896857916,8.883029581540306,25,0.0
2,0.0,0.845,0.155,1106.850577336937,12.767196457928883,25,0.0
3,0.0,0.805,0.195,1223.2976952397862,17.983542687189022,25,0.0
4,0.0,0.765,0.235,1282.7221827065716,20.501134946851064,25,0.0
5,0.0,0.725,0.275,1354.1483368596075,23.415897215501566,25,0.0
6,0.0,0.685,0.315,1425.9554718888342,26.233640043429475,25,0.0
7,0.0,0.645,0.355,1549.4150496325483,30.838670361560176,25,0.0
8,0.0,0.61,0.39,1637.0194802868432,33.978856531248375,25,0.0
9,0.0,0.58,0.42,1710.3775310271578,37.05116612081366,25,0.0
10,0.0,0.55,0.45,1757.8398044442235,39.52084604193932,25,0.0
11,0.0,0.525,0.475,1777.8846583422987,40.76167176956736,25,0.0
12,0.0,0.505,0.495,1822.9425307211689,44.48618352511317,25,0.0
13,0.0,0.48,0.52,1844.5357165576504,48.08423858937628,25,0.0
14,0.0,0.465,0.535,1846.5059231499715,48.90036921170295,25,0.0
15,0.0,0.425,0.575,1844.780521584242,51.83506046046979,25,0.0
16,0.0,0.41,0.59,1840.4914097556925,52.939144826775326,25,0.0
17,0.0,0.39,0.61,1828.706317500476,54.85502993904749,25,0.0
18,0.0,0.365,0.635,1820.4225398258782,55.847175624890454,25,0.0
19,0.0,0.36,0.64,1818.5050716784783,56.05422649720471,25,0.0
20,0.0,0.335,0.665,1785.7040406128428,58.88769610518472,25,0.0
21,0.0,0.315,0.685,1747.5567802102532,61.32291931117226,25,0.0
22,0.0,0.285,0.715,1695.8610046498954,63.97062811626787,25,0.0
23,0.0,0.285,0.715,1695.8610046498954,63.97062811626787,25,0.0
24,0.0,0.275,0.725,1684.9825698346824,64.47055036740207,25,0.0
25,0.0,0.245,0.755,1605.8856724899847,67.68078371507366,25,0.0
26,0.0,0.23,0.77,1580.7512901869022,68.59618705790918,25,0.0
27,0.0,0.21,0.79,1539.8293073957989,69.99584496019052,25,0.0
28,0.0,0.195,0.805,1532.035554002193,70.25301373930444,25,0.0
29,0.0,0.185,0.815,1521.6807025008184,70.5879737074081,25,0.0
30,0.0,0.165,0.835,1473.002063554363,72.1022958131881,25,0.0
31,0.0,0.145,0.855,1422.6300784486175,73.57987075529317,25,0.0
32,0.0,0.14,0.86,1409.5452496504854,73.94984722866627,25,0.0
33,0.0,0.135,0.865,1390.1461068444412,74.49149929350779,25,0.0
34,0.0,0.125,0.875,1367.480788463055,75.1041774207855,25,0.0
35,0.0,0.125,0.875,1367.480788463055,75.1041774207855,25,0.0
36,0.0,0.125,0.875,1367.480788463055,75.1041774207855,25,0.0
37,0.0,0.125,0.875,1367.480788463055,75.1041774207855,25,0.0
38,0.0,0.12,0.88,1348.9920901631517,75.59829048476658,25,0.0
39,0.0,0.11,0.89,1331.6829602141959,76.05068209414213,25,0.0
40,0.0,0.105,0.895,1273.6088353134037,77.52896170508319,25,0.0
41,0.0,0.095,0.905,1246.0584168850478,78.20500647070071,25,0.0
42,0.0,0.09,0.91,1242.8062138183445,78.28342609938812,25,0.0
43,0.0,0.09,0.91,1242.8062138183445,78.28342609938812,25,0.0
44,0.0,0.085,0.915,1223.784172191576,78.7389135432812,25,0.0
45,0.0,0.085,0.915,1223.784172191576,78.7389135432812,25,0.0
46,0.0,0.085,0.915,1223.784172191576,78.7389135432812,25,0.0
47,0.0,0.075,0.925,1199.7808921941978,79.3043350479551,25,0.0
48,0.0,0.075,0.925,1199.7808921941978,79.3043350479551,25,0.0
49,0.0,0.075,0.925,1199.7808921941978,79.3043350479551,25,0.0
50,0.0,0.065,0.935,1173.1648296507142,79.9207848152591,25,0.0
51,0.0,0.06,0.94,1164.7129825231918,80.11362382502114,25,0.0
52,0.0,0.06,0.94,1164.7129825231918,80.11362382502114,25,0.0
53,0.0,0.06,0.94,1164.7129825231918,80.11362382502114,25,0.0
54,0.0,0.055,0.945,1155.2624853707948,80.32961291862341,25,0.0
55,0.0,0.055,0.945,1155.2624853707948,80.32961291862341,25,0.0
56,0.0,0.05,0.95,1128.3032480582556,80.93878455858913,25,0.0
57,0.0,0.045,0.955,1127.1979710956994,80.96359600128956,25,0.0
58,0.0,0.045,0.955,1127.1979710956994,80.96359600128956,25,0.0
59,0.0,0.04,0.96,1121.5033281410747,81.09104550110035,25,0.0
60,0.0,0.04,0.96,1121.5033281410747,81.09104550110035,25,0.0
61,0.0,0.04,0.96,1121.5033281410747,81.09104550110035,25,0.0
62,0.0,0.04,0.96,1121.5033281410747,81.09104550110035,25,0.0
63,0.0,0.04,0.96,1121.5033281410747,81.09104550110035,25,0.0
0,0.0,0.94,0.06,961.6404389933974,3.6391022368658703,25,0.5
1,0.0,0.89,0.11,1028.0219896857916,8.883029581540306,25,0.5
2,0.0,0.845,0.155,1106.850577336937,12.767196457928883,25,0.5
3,0.0,0.805,0.195,1223.2976952397862,17.983542687189022,25,0.5
4,0.0,0.765,0.235,1282.7221827065716,20.501134946851064,25,0.5
5,0.0,0.725,0.275,1354.1483368596075,23.415897215501566,25,0.5
6,0.0,0.685,0.315,1425.9554718888342,26.233640043429475,25,0.5
7,0.0,0.645,0.355,1549.4150496325483,30.838670361560176,25,0.5
8,0.0,0.61,0.39,1637.0194802868432,33.978856531248375,25,0.5
9,0.0,0.58,0.42,1710.3775310271578,37.05116612081366,25,0.5
10,0.0,0.55,0.45,1757.8398044442235,39.52084604193932,25,0.5
11,0.0,0.525,0.475,1777.8846583422987,40.76167176956736,25,0.5
12,0.0,0.505,0.495,1822.9425307211689,44.48618352511317,25,0.5
13,0.0,0.48,0.52,1844.5357165576504,48.08423858937628,25,0.5
14,0.0,0.465,0.535,1846.5059231499715,48.90036921170295,25,0.5
15,0.0,0.425,0.575,1844.780521584242,51.83506046046979,25,0.5
16,0.0,0.41,0.59,1840.4914097556925,52.939144826775326,25,0.5
17,0.0,0.39,0.61,1828.706317500476,54.85502993904749,25,0.5
18,0.0,0.365,0.635,1820.4225398258782,55.847175624890454,25,0.5
19,0.0,0.36,0.64,1818.5050716784783,56.05422649720471,25,0.5
20,0.0,0.335,0.665,1785.7040406128428,58.88769610518472,25,0.5
21,0.0,0.315,0.685,1747.5567802102532,61.32291931117226,25,0.5
22,0.0,0.285,0.715,1695.8610046498954,63.97062811626787,25,0.5
23,0.0,0.285,0.715,1695.8610046498954,63.97062811626787,25,0.5
24,0.0,0.275,0.725,1684.9825698346824,64.47055036740207,25,0.5
25,0.0,0.245,0.755,1605.8856724899847,67.68078371507366,25,0.5
26,0.0,0.23,0.77,1580.7512901869022,68.59618705790918,25,0.5
27,0.0,0.21,0.79,1539.8293073957989,69.99584496019052,25,0.5
28,0.0,0.195,0.805,1532.035554002193,70.25301373930444,25,0.5
29,0.0,0.185,0.815,1521.6807025008184,70.5879737074081,25,0.5
30,0.0,0.165,0.835,1473.002063554363,72.1022958131881,25,0.5
31,0.0,0.145,0.855,1422.6300784486175,73.57987075529317,25,0.5
32,0.0,0.14,0.86,1409.5452496504854,73.94984722866627,25,0.5
33,0.0,0.135,0.865,1390.1461068444412,74.49149929350779,25,0.5
34,0.0,0.125,0.875,1367.480788463055,75.1041774207855,25,0.5
35,0.0,0.125,0.875,1367.480788463055,75.1041774207855,25,0.5
36,0.0,0.125,0.875,1367.480788463055,75.1041774207855,25,0.5
37,0.0,0.125,0.875,1367.480788463055,75.1041774207855,25,0.5
38,0.0,0.12,0.88,1348.9920901631517,75.59829048476658,25,0.5
39,0.0,0.11,0.89,1331.6829602141959,76.05068209414213,25,0.5
40,0.0,0.105,0.895,1273.6088353134037,77.52896170508319,25,0.5
41,0.0,0.095,0.905,1246.0584168850478,78.20500647070071,25,0.5
42,0.0,0.09,0.91,1242.8062138183445,78.28342609938812,25,0.5
43,0.0,0.09,0.91,1242.8062138183445,78.28342609938812,25,0.5
44,0.0,0.085,0.915,1223.784172191576,78.7389135432812,25,0.5
45,0.0,0.085,0.915,1223.784172191576,78.7389135432812,25,0.5
46,0.0,0.085,0.915,1223.784172191576,78.7389135432812,25,0.5
47,0.0,0.075,0.925,1199.7808921941978,79.3043350479551,25,0.5
48,0.0,0.075,0.925,1199.7808921941978,79.3043350479551,25,0.5
49,0.0,0.075,0.925,1199.7808921941978,79.3043350479551,25,0.5
50,0.0,0.065,0.935,1173.1648296507142,79.9207848152591,25,0.5
51,0.0,0.06,0.94,1164.7129825231918,80.11362382502114,25,0.5
52,0.0,0.06,0.94,1164.7129825231918,80.11362382502114,25,0.5
53,0.0,0.06,0.94,1164.7129825231918,80.11362382502114,25,0.5
54,0.0,0.055,0.945,1155.2624853707948,80.32961291862341,25,0.5
55,0.0,0.055,0.945,1155.2624853707948,80.32961291862341,25,0.5
56,0.0,0.05,0.95,1128.3032480582556,80.93878455858913,25,0.5
57,0.0,0.045,0.955,1127.1979710956994,80.96359600128956,25,0.5
58,0.0,0.045,0.955,1127.1979710956994,80.96359600128956,25,0.5
59,0.0,0.04,0.96,1121.5033281410747,81.09104550110035,25,0.5
60,0.0,0.04,0.96,1121.5033281410747,81.09104550110035,25,0.5
61,0.0,0.04,0.96,1121.5033281410747,81.09104550110035,25,0.5
62,0.0,0.04,0.96,1121.5033281410747,81.09104550110035,25,0.5
63,0.0,0.04,0.96,1121.5033281410747,81.09104550110035,25,0.5
0,0.0,0.94,0.06,961.6404389933974,3.6391022368658703,25,1.0
1,0.0,0.89,0.11,1028.0219896857916,8.883029581540306,25,1.0
2,0.0,0.845,0.155,1106.850577336937,12.767196457928883,25,1.0
3,0.0,0.805,0.195,1223.2976952397862,17.983542687189022,25,1.0
4,0.0,0.765,0.235,1282.7221827065716,20.501134946851064,25,1.0
5,0.0,0.725,0.275,1354.1483368596075,23.415897215501566,25,1.0
6,0.0,0.685,0.315,1425.9554718888342,26.233640043429475,25,1.0
7,0.0,0.645,0.355,1549.4150496325483,30.838670361560176,25,1.0
8,0.0,0.645,0.355,1549.4150496325483,30.838670361560176,25,1.0
9,0.0,0.645,0.355,1549.4150496325483,30.838670361560176,25,1.0
10,0.0,0.645,0.355,1549.4150496325483,30.838670361560176,25,1.0
11,0.0,0.645,0.355,1549.4150496325483,30.838670361560176,25,1.0
0,0.0,0.94,0.06,961.6404389933974,3.6391022368658703,25,1.5
1,0.0,0.89,0.11,1028.0219896857916,8.883029581540306,25,1.5
2,0.0,0.845,0.155,1106.850577336937,12.767196457928883,25,1.5
3,0.0,0.805,0.195,1223.2976952397862,17.983542687189022,25,1.5
4,0.0,0.765,0.235,1282.7221827065716,20.501134946851064,25,1.5
5,0.0,0.725,0.275,1354.1483368596075,23.415897215501566,25,1.5
6,0.0,0.685,0.315,1425.9554718888342,26.233640043429475,25,1.5
7,0.0,0.645,0.355,1549.4150496325483,30.838670361560176,25,1.5
8,0.0,0.66,0.34,1516.4803518381323,29.640711484214528,25,1.5
9,0.0,0.675,0.325,1471.5891689602124,27.972919249214577,25,1.5
10,0.0,0.645,0.355,1541.7967166866708,30.569019691012546,25,1.5
11,0.0,0.615,0.385,1598.065153585572,32.581690524698594,25,1.5
12,0.0,0.62,0.38,1596.7409235251744,32.53477636233949,25,1.5
13,0.0,0.645,0.355,1524.0074000748596,29.92058005519226,25,1.5
14,0.0,0.625,0.375,1556.6767905863635,31.10855503938584,25,1.5
